title,model,price,shipping,date_sold,days_ago,condition,url
Isabel Marant Bekett Y2K Sneakers Size UK 6,,£210.20,+£8.95 delivery,7 Feb 2026,25,Pre-owned ·,https://www.ebay.co.uk/itm/117011432713?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXCZA5VBX1BYB9JGK7HC&hash=item1b3e6cc509:g:QLUAAeSwYNVpcVRx&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAKEcOLqZya9LpLCHgHnA0xI4lc3v0xqB18VVpKx%2FO2HrzRgycYAZMsykby9N3nKcnzRY8OaU6B7zC9vDzXFS%2BOORO5VOcOCteAy5MBMU9wdi4yZIvWfvfnoIOJY1rNF8qkNxWTiAEYcV91OU9GaJ5T3qiKNvNno3Jl67B5jdNSZqgsTPNacakcWDSFc0Ce6EBgg6JSjxWcU%2FX5ta1XJDKrM10h%2FkyZ63oouhKShjbFA2E%2BcgRXnCAfPxO9IDI23LD%2FlOBAjbfn4d3nsxLY4Lif%7Ctkp%3ABk9SR-zWt6mXZw
Isabel Marant Beckett Suede and Leather High-Top Trainers,Leather,£399.40,+£8.95 delivery,10 Jan 2026,53,Pre-owned ·,https://www.ebay.co.uk/itm/168062454337?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0TR0102V83E2M8FE0&hash=item27214d8a41:g:FqYAAeSwN1NpXTYR&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCr5spMMGnwU6g3n7e2kzQsleprRiDsVz036pLRrnZQVnG3oeraxYfiLCyWOXFpdv%2FPN5WbBBce6VC3%2FVvIb3tRdT%2FMGHcQE%2Bg77ZXdY2HSftPmlLgjmrUFvQd%2BaI2asx60H3facLBack2BCk9WHWZJcmg1NtUdqxJ6ut0fT98CCdkQq3N%2ForPRCloR5MpzKDLmEmdFbIOH2WWK2O5J7L8B1NMapuOjdIclKkRa0JmeszFomNh0jIJ4ml7%2BvZ6hLoAZgIGrfRBLFXthrdMpDdcu%7Ctkp%3ABk9SR-zWt6mXZw
Isabel Marant Women's Trainers Size 6 Brown Mix Suede Upper Riptape Straps Used,,£30.99,Free delivery,5 Feb 2026,27,Pre-owned ·,https://www.ebay.co.uk/itm/358168116534?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0XJR579D1EA812HB1&hash=item53647bbd36:g:o68AAeSwvD5peySz&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xAjG6TL9hxC3ogyeF74edtihZeidlyZ49w4Hq48nrzgyijQUCNDko2Xu9n0kxzTf9%2FHNVp05lr62exyoseoExcxXnq5a46MgT1G70Yy2L5ghqTrLgngoKOfO20q%2BuXtdBe7aIbYsSZdftKkBUaYCM3FqXJaVkWXpvUWO%2BhramKzEy5sh5Xk11vCUeNsOjGUFPN1ou6yJV8i7pJsTxcFf2B%2B14abiOZ1TJAXbRZv12QqPySrbcC8kVkEkVFocHgA1kzR01zfNy0oR11cp1KaH%2B71xOhBAbd8Q3m7YHqG1JU6p3q4%2FEeFEYV%2FTPnuvnyvTFk%3D%7Ctkp%3ABk9SR-7Wt6mXZw
ISABEL MARANT Sneakers 39/40/ UK 6/7excellent Condition!,,£52.70,+£3.45 delivery,10 Jan 2026,53,Pre-owned ·,https://www.ebay.co.uk/itm/297447083361?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD09NF5NDE882CX9DRF&hash=item45413a4d61:g:Dl4AAeSwJWRoZV7q&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xC7DGGPnynN%2B1NMSvkns4Tp3XwV301t0s9qzjqRjLeEHgFYn%2F6VHXpGR0dEgGcybJCVzjdO4Dwq6Rc1y1HaI5Ut1XTvfp4B9rH%2BL3VhqQbL64xFLBXa6ObxRj4o0OrWMx%2Bof4IVaJ1XR74TJTm8W7B7AqIXU64JphqcQ5VyTLNoX5L59UTTTEC0X9QUvdtwKjF08O57vSbssNAj5vUWjeJFvj%2Bt46YwSRpqCDbz0uAUZfehSOAm9sbJzsTAcTn2qscmgTr5RNqGfbd3LuF39CzvCK5tqID9noEY850NSABCaqrA7zbgBD%2FALLrSVGlWU44%3D%7Ctkp%3ABk9SR-7Wt6mXZw
Isabel Marant 37 Bekett Leather Wedge High Top Sneakers Size 38 Black excellent,Leather,£234.70,+£8.95 delivery,11 Dec 2025,83,Pre-owned ·,https://www.ebay.co.uk/itm/267481116755?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0QNJ4VGKRTD9GHCEF&hash=item3e471df053:g:SEoAAeSwIQBpHa-c&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA713Kf%2FQARoQknjFtE08NKUBMjX3gQluCMsnDLVKCXmGjfFlhQodKHCsywLV68rzetCrMDGvlatZakKYxHp7mUDOR%2BBMTf1ZwnhUHF5NtlF374YjekS56VRj4OoXIvmS%2B5rIy6zazOBAfSZ6JdUiBVyaqFhWquxTXzIQCxYrn5VihepWJCg5TH%2Fx9mFxLkBmfGQ15NAlxsMahgocXGPboO8j2%2Fa8nVULPovNgbgDiXw2szxIbrQpkAJ5ic%2BE7cadtHhSM1%2B%2BqImU%2FYW3KKHQJx%7Ctkp%3ABk9SR-7Wt6mXZw
Isabel Marant look-a-like black trainers permanent wedge inside for heel,,£89.10,+£3.38 delivery,17 Jan 2026,46,New (other) ·,https://www.ebay.co.uk/itm/317772166412?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0BPM07R6T7NBJB0HA&hash=item49fcb2750c:g:UD0AAeSwkfpparWi&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xD5T0Vx9KnmDV4zNfFHS9LMHH5AwXQBGBl2Z36eqi9GbxLwrTWhYZYjHHE9WaJ%2B7gRMa10s5YG8t1omaYGFQUXjdHaLfEX1nU3X9FFgmP5%2BIWe3v7aF8NMCV0OzgFjIBkykufS66sU0F%2FMhTVndL24mbbYVDcNIcPRn7XKG1Q7OX6ro92cwcPGm8x53Ooxi%2Fq3ZpmGZTDg1j8JVMfaJFbWZ9G9%2Fccath9CX7cEGgwcsAZGoOQ7DF1b5bgdvW0COPHgb0RVkDqWWZ41%2BOFL3LgR35P6Ww51c7kt8NvtlYidDL2oniFWHotAVpRmi4ZPsh4M%3D%7Ctkp%3ABk9SR-7Wt6mXZw
Isabel Marant Bekett Y2K Sneakers Size UK 6,,£185.20,+£8.95 delivery,28 Jan 2026,35,Pre-owned ·,https://www.ebay.co.uk/itm/127637448230?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0JA6PS5Q6M2TER052&hash=item1db7c8e626:g:QLUAAeSwYNVpcVRx&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xDerD%2BrAd0rKyMeG%2Bib3E6ARoQQvCrdDpqcwTsAZY17kuh%2BqvNohmabdy5%2B9%2B6zfm3cEPmM83qol75d3VOrYNCjPvmmd1B7bHL5hFpKUwwQQv3JTH%2BHccW5zbMcT98ec%2BGDsDTi44msrj3t12jjRdBh1Li0U7zYspNFhZCM433PGBa4ZUn2tKowhOIVE7De%2BbEvlj0rcbQu756Lcod%2BKL1hh1yaktn1DEHd3eGUH7ERByPS5mRJD5%2Fq1v4YxqtV%2BhMy3p6dBFvaFvS1%2BEiAaz%2BStVUeOsVuU1ULUnfhcNTOQfGYLdxlpBM32vHFIZkW8YA%3D%7Ctkp%3ABk9SR-7Wt6mXZw
Isabel Marant Bekett Wedge Trainer Sneakers Size 41,,£312.70,+£8.95 delivery,14 Feb 2026,18,Pre-owned ·,https://www.ebay.co.uk/itm/366191122992?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0DKWV9A2WTZXAC04Q&hash=item5542b11a30:g:ZVUAAeSwWklpi6Yy&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAKbdmries0ahnAKrHwfLPB5EWrCQN6X9TH%2BTLSv7YEa7s7aoAvAgsb2VmnDg0WDuLVgxsT4YC3m%2BPZw8rNKEJlRjkooKASp68dXPPfDhCduC%2FKZ%2FVCYl58MK31mumj6l%2B8v%2Fev%2FiGVH6BcCJD9H6bpkskKq2tAg%2B4yLeITlVLT9ccTgnSXnBCx57OWLtiat1yx1YLRoCQMKyBf--WOGPjXPJwvu0e0KaAaNwDNVCFjEyZO8%2BeK5rZFq94pKTtFVALvD4tVqNZyn9nepr3VN6OL%7Ctkp%3ABk9SR-7Wt6mXZw
ISABEL MARANT Wedge Shoes Womens UK Size 7 Fashion Accessories Preloved,,£147.00,+£4.99 delivery,9 Jan 2026,54,Pre-owned ·,https://www.ebay.co.uk/itm/177736339284?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD0JS7A52JR78JVCV62&hash=item2961e94f54:g:zp8AAeSwuBRpWB3H&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDunOJhLvTPMT%2F4DBq81j7N3K4fKL9i5RHDc07ousoOC5W0eKkbjX%2FFlOTKSrGTpiXLgT0Oir0j%2F%2BbcRCqIsuZOPOAPxXVGyGFGMrlVXlivao3SV9AUO9nJn0H8iSQVbvqJN6rBGrUnwTpgb4XPPvp5V5Yry1ktyYK9bOMr1sCDbyyaFIiP5b2uNpCaPgyAiNQ15ZiouF0JLI0BDGza3eFA%2BisvoG9DD4%2BT8BrKcbKBdBdCzxpOCrvmuNFtZscptWocV9b4QpwstBXpUiHQo029%7Ctkp%3ABk9SR-7Wt6mXZw
Isabel Marant Fleece Jacket XL,,£85.00,+£3.38 delivery,16 Jan 2026,47,Pre-owned,https://www.ebay.co.uk/itm/157606287697?_skw=becket+sneakers+isabell+marant&itmmeta=01KJX9DXD02GBPJG3VX8FZSV2N&hash=item24b2111951:g:MDYAAeSw7Z9pLBkb&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDjCtHY7dzLMW%2BBwaiwQ6wusbPTs67RW1gtNJ5ztOXg6maR9JjFISJjRUuK8jVi86m%2Fa7sx8m5a9N4eBRlP%2FX9dc4cVnxjS4J%2BseTsTlJzipldfdhJN74bWOmRyp3El9P3x9ZSpjKgWFtSpPyTjosPwu7jWov66Db5dcx41ZAYF3h6BHfnDBmVpdCymDZNdxQOW8EuZ0F4HWatKH1KE0zEPjxN823SW03WcmamNLTOzDlqWeU7O7Qf06bpwBkUIbCSsl4euVwFWwNBbW5d9JG3Y%7Ctkp%3ABk9SR-7Wt6mXZw
