platform,item_id,title,price,currency,condition,brand,size,seller,location,image_url,url,listed_at,fetched_at,search_query
ebay,v1|257404932121|0,ALL SAINTS Leather Jacket Mens EXTRA LARGE Black XL Biker Bomber Celebrity ACE,249.99,GBP,Pre-owned - Good,,,londonink,GB,,https://www.ebay.co.uk/itm/257404932121?_skw=All+Saints+Leather+Jacket&hash=item3bee879019:g:1W8AAeSwHq9ptBZ0,,2026-03-16T23:23:18.074960+00:00,All Saints Leather Jacket
ebay,v1|257404558956|0,ALL SAINTS Suede Leather Jacket Mens LARGE Tan Biker Bomber Celebrity Grail LEO,229.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404558956?_skw=All+Saints+Leather+Jacket&hash=item3bee81de6c:g:30MAAOSwJHNoJurl,,2026-03-16T23:23:18.074962+00:00,All Saints Leather Jacket
ebay,v1|257404570269|0,ALL SAINTS Leather Jacket Mens SMALL Black Biker Bomber Celebrity Grail BONDI,189.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570269?_skw=All+Saints+Leather+Jacket&hash=item3bee820a9d:g:GH4AAOSwejdoIw0Y,,2026-03-16T23:23:18.074965+00:00,All Saints Leather Jacket
ebay,v1|397709513636|0,ALL SAINTS Leather Jacket LOMI - Mens Black Biker Bomber L Large,79.99,GBP,Pre-owned - Good,,,demari-9612,GB,,https://www.ebay.co.uk/itm/397709513636?_skw=All+Saints+Leather+Jacket&hash=item5c995593a4:g:XtsAAeSwBhJptBUI,,2026-03-16T23:23:18.074968+00:00,All Saints Leather Jacket
ebay,v1|257404570258|0,ALL SAINTS Leather Jacket Mens MEDIUM Black Biker Bomber Celebrity Grail ARIO,99.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570258?_skw=All+Saints+Leather+Jacket&hash=item3bee820a92:g:CWwAAOSw5x9lXXEb,,2026-03-16T23:23:18.074970+00:00,All Saints Leather Jacket
ebay,v1|257404558951|0,ALL SAINTS Leather Shirt Jacket Mens MEDIUM Brown Biker Celebrity Grail MCKAY,229.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404558951?_skw=All+Saints+Leather+Jacket&hash=item3bee81de67:g:JI4AAOSwJKlmOpaI,,2026-03-16T23:23:18.074973+00:00,All Saints Leather Jacket
ebay,v1|406763243366|0,Vintage AllSaints KINO Leather Bomber Jacket Black Mens XL Lambskin Ribbed,182.70,GBP,Pre-owned - Excellent,,,stubrad-91,GB,,https://www.ebay.co.uk/itm/406763243366?_skw=All+Saints+Leather+Jacket&hash=item5eb4fa8766:g:UKIAAeSwnCdptAUM,,2026-03-16T23:23:18.074976+00:00,All Saints Leather Jacket
ebay,v1|257404835552|0,Mens All Saints Ramone Leather Jacket Black Size M 38 chest,63.10,GBP,Pre-owned - Good,,,sexysaab65,GB,,https://www.ebay.co.uk/itm/257404835552?_skw=All+Saints+Leather+Jacket&hash=item3bee8616e0:g:oAsAAeSwv5NptAF4,,2026-03-16T23:23:18.074979+00:00,All Saints Leather Jacket
ebay,v1|257404570248|0,ALL SAINTS Leather Jacket Mens LARGE Black Biker Bomber Celebrity ROUNDHOUSE,299.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570248?_skw=All+Saints+Leather+Jacket&hash=item3bee820a88:g:ligAAeSw44Vo0-tl,,2026-03-16T23:23:18.074982+00:00,All Saints Leather Jacket
ebay,v1|257404558953|0,ALL SAINTS Leather Shirt Jacket Mens MEDIUM Brown Biker Celebrity Grail EMERY,199.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404558953?_skw=All+Saints+Leather+Jacket&hash=item3bee81de69:g:6C8AAOSwuQdoIdq8,,2026-03-16T23:23:18.074985+00:00,All Saints Leather Jacket
