title,model,price,shipping,date_sold,days_ago,condition,url
Women's Saint Laurent Wyattblack suede Chelsea ankle boots. UK size 8. Pre-owned,,£94.30,delivery in 2-3 days,29 Jan 2026,34,Pre-owned ·,https://www.ebay.co.uk/itm/389499629593?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTR6RW477AS9PRG63A7&hash=item5aaffcb019:g:xa8AAeSwZAVpaSjW&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBIp2tGtxFgFvNiavT8%2B3Ydv5iM5uRU9JRjP4Ag%2BAobEzml6dnpWixq%2FDrib8pNxKyNSEZuwOmMaJjJZBmfKwJEesYbphOw%2FK9ugAMA4bwis5c92zn87oWHnU8%2BjLaAQ2gjxDmeV3tLMpsUGJy9FgkF9nHXEatH%2F2tIK3Tif3dmFpFSKc7XDBCP8QAo5Kr6wbflZan4ciMnBfSy9hgmPS3KftEXUm5%2Fc4%2BlzLljka6f%2BGVONXM11%2BcQDGMqgzGIgzK1G4H4cwzDvD%2FI4D1LqJZL%7Ctkp%3ABk9SR9rNg5-XZw
Saint Laurent Wyatt / Jodhpur Boots Size 42,,£414.70,+£5.88 delivery,5 Dec 2025,89,Brand new,https://www.ebay.co.uk/itm/405430014452?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTRJ4BK9P9X8SVP5VGQ&hash=item5e658311f4:g:irMAAOSwWgVnZG0c&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAkFnQVd3RKPvyrlTp1EZMbgHul8Af4kXhJxBSP67FKVUezzOy1UqEX1M1k1Xy20Syic%2BtxUQuzkqfoInKnzrJKf2woLQ1da6qPGc0ZXRMxiDQ6JXGs9SKjKWHfyFghWOiRhHqlDLS0%2B9Pw5uoD%2BjOYhZANOuhbcuuPtP4qvl9AmbQ1CxioWaPa31wsVvQGtR3OLX7Kz3AhFpn1uBdASw6rYLjVIwylPqfirOEtTuI2eeIGNj3f1Aq2B2kFu5M2Y1RF7TtMeKVxz%2BMi8exGc0rQEmJiT%2F%2BW5LV9bBYKlJr3zg%3D%3D%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Wyatt Black Leather Chelsea Boots - Size U.K. 9 / EU 43 - RRP £905,Leather,£635.00,+£5.00 delivery,15 Jan 2026,48,Brand new ·,https://www.ebay.co.uk/itm/275749645099?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSVV5JRDJT2KTQM89W&hash=item4033f5ab2b:g:MBUAAOSw7kFiWCl1&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAxmGno7vZsfd0emEnxaV1FFcc14MHO2YYgGc6OB6PZ7U1gdH8mFECAjXQLRA6cYd%2BysSweoMudSgL5xdVV8GMjFTUMaYJwdiDTpDves9wdioY6Wh3T0lIwG2iOPtM6Dy7qQ7sJ00KCZ6s3G0ZchYKV8IgYJVeRN%2BoyGkoKY737yCPvuRHT112PApPt6gsxlwcLfCWySd--qRwRRzURW%2B%2BI0IA3nLK15QgFdwmpWaPhGdGdglziYepmpxvlH8YU9lwL1ZDXpx9LHNizYhVpLsTRDkbDJzXO95d2z5sah8iZWQ%3D%3D%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Wyatt 30mm Jodhur Boots New Sigaro Tan Colour RARE SIZE EU 46,,£130.70,+£7.27 delivery,12 Jan 2026,51,Pre-owned ·,https://www.ebay.co.uk/itm/406559093934?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSRQZCRFTR4GDEKJG8&hash=item5ea8cf74ae:g:ppoAAeSwLHNpP~1v&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAfIbpOySUZmVJXuB8660Xgofhtu5%2BkTR81OVOae32QdSeXvgEl%2Bdmen%2F1s7XBK9KbdN2ojezPP50YlNoM7ET6cLtW1VfhSaGnuwkd9%2B4mZ97T%2B6mZs07C1F4mmCmag6cNduU0S7dReolI7o9cpP1sbVj24OO33K%2FVOCQ%2FXX%2FO7%2FLZX0qBDG4hr4VpWv9g5v1f%2FFVV1AuVRSSK%2FHu7GnP4nK55MwqBdb%2FDPg%2Fet2V%2FGpD5vPcZGE0Bq1B62M5fV%2BxE4NI%2BCJZusZYan%2BHNf2PxwBOriNG%2BOX847A1zaSH3PEQ%3D%3D%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Wyatt / Jodhpur Boots Size 41 *NEW WITH BOX,,£430.00,+£4.26 delivery,20 Jan 2026,43,Brand new,https://www.ebay.co.uk/itm/326958817042?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSX70QXSM302W9SXGG&hash=item4c20439f12:g:KPMAAeSwBqxpaprx&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAekpXQ5qInz8k%2FVmGT95akF2aUZMIBTIq0W3BFDx7gL%2B7uOggIku5tZKMX3a4yk5B9fH5p1QHiLSmz5feR7%2FAp9E8CHBNfH34WJUgfCwHmKmhfELiLdfIBXmTYg%2FWROm%2FB7VVWaCLOLWhm4YrHXWhnM%2FeihEyujQcfPZMP799mO2Pq7snNpq4ET2HlVqv%2BWelsUkhdrons5n1EkV8z0COk%2BOXSejLXqjrQI%2FtygmqcVCIAWhGrb0vsPwe78v0PrPKNXxyOubKtqoZatmbWTnsWLxJakxlEJHHXHLPRzPvHtQ%3D%3D%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Paris / Chain Harness Engineer Boots,Ness,£465.70,+£4.26 delivery,1 Mar 2026,3,Pre-owned ·,https://www.ebay.co.uk/itm/136404836417?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTS2QDZ07XRAS5S9EH9&hash=item1fc25ca041:g:wTgAAeSwSnxotu8r&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBpNS9Dx8g4JFxWNcBTb7ovhPM7JpH4TC8CQyidjBOFZcvi9t1SRbfq5a%2FdEfBpLE6j2ntxs6m06Kf5BQQafZ6Mr9HGr%2BLlPu3Tl6gOIUjpQS47fDNQE1o2n%2BFw2mb0xtGTAUn5sl0zFdJFttZXuv4HTpmxHjk6xXx%2Bc2Fdi%2FBQaQqspahauGVkP2w0S9z1Odp0EucMMWBFK0hMbAGdmvEQf7tuYjyyU4VvReyKoixtUGY1rgYGznAL7td5%2F1ZU0Mplde4sbgtFa8WXJo7kzWjPBS7Ke2DdVJzbMqDmYv%2FaOgvDlhCsznEs3focsCCWjto1R2TlQzkwjM260sVLwivL%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Men’s chain harness leather boot - Size 39,Leather,£351.46,+£10.85 delivery,8 Jan 2026,55,Pre-owned ·,https://www.ebay.co.uk/itm/234879117009?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSRFBS6FHNE8HA0GBQ&hash=item36afe2e6d1:g:KZ0AAOSwIaBj1~NZ&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xB2E8vg5kuMB%2BpdCyU3YzCd7Jy%2F4LjUmIHaaZjrKRf%2F%2Bg8K7dsKrBbokVAgWPBO%2BZ0m7CkwdPSXK67O%2B1wrjz9Ctnh9sBtNddoQlTaY6OQRAlKeApHXmTGLbWM83xjFetj9mqDVPhFtpRVf4nTdzoqhyIfSkcFqyzMD4MUPZsvBxLllWBg769954qhZCOQz5Cl%2BN8UeaexQwoZpgOC2O0ksJd9K1tR5X6j7B4f3fAOTN706XT%2FR8QKAKedGQRDRrFtpgg2Hcf5PbyfG7jWXUdNmOfJIsse5zrZ4qJckw7w754hSXqVwzqTJ9IsIdpKuoU%2FzbvygvyZ87hriy%2Ba%2BBmRd%7Ctkp%3ABk9SR9zNg5-XZw
SAINT LAURENT WYATT 30 JODHPUR SIZE 44 UK 10,,£440.20,+£4.26 delivery,12 Feb 2026,20,Pre-owned ·,https://www.ebay.co.uk/itm/135294193918?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSE54C6M1NM3ZGFFFB&hash=item1f802990fe:g:S-QAAOSw3uhnB-YL&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCSOJ9LDRMNl2AUziOhwIdudQf7nngJSeYwhnYXVrlgZgnByPpLCuNbYF1roPjrh5fkAODHZIvZKoOLHp1YjL1nasge8xPeQKvYAyiDT9mjsgLCa9GNWENNZTB8iy6LwddnbVmENXahdSqSmuYiN8K2AJ3wwB%2BvI5jJEltjBR%2Fr%2ByhfCmIsZB2riZzFJwD0vdBrVGSq7F0Hziyw%2BiSCHL20s78xmfQ9kazs6U7A%2FuzR7wCLmO0XmgeC%2F2z5gOcwWYxx1HM1vE6VG2j4CUP9EspjWwo%2FglruzhCvG6AGrOKcXw%3D%3D%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Boots Biker Ankle Black Stud Studded Leather Designer EU 41 UK 7,Leather,£199.99,Free delivery,3 Mar 2026,1,Pre-owned ·,https://www.ebay.co.uk/itm/236610499704?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSCKTC63NBJ4VZQ8AM&hash=item371715b478:g:iAEAAeSwanppfgYG&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xATFc0oIzvb%2BrMMg6gqZqRN1eEYRagddb6%2BBTxkCO%2BoBxBJxlS05dh4d%2FyFcFcVklewWIHEY0k01%2Bf14IM76hLZZ4LGOiBwZ62hWbXZBPha7HOvq2%2Bz4GwHLtNhyxJa4jKbnCVqxWD72otFjnIDLSLQtt3O5SrZ38JVKs8PYuWdloq7ZYYkujr2Gg3be7WSyT8yp3QXsvZnvq2wkJacY8muLKIo5SKFMDZUAPN8jHIYoDCMgwvHGecV0DmQqajZNDcRdjJ2%2B7E%2FrPkdk%2FHboFlkIvLQCVfHfRZNsHogOfeLFcca4muNwfB2QagU54wWWxogeujEchuQeXpY1oQxEaJm%7Ctkp%3ABk9SR9zNg5-XZw
Saint Laurent Wyatt Zip Beige Suede Boots UK 9 Authentic,,£300.00,+£4.26 delivery,6 Dec 2025,88,Pre-owned ·,https://www.ebay.co.uk/itm/116906443986?_skw=Saint+Laurent+Wyatt+Harness+Boots+Leather&itmmeta=01KJWZ0WTSPEV7JA03ZF2RG01D&hash=item1b382ac4d2:g:7egAAeSwtiJpLNXy&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xB8q0CUYXOq2sWV1Y2VaFbz3v4uUWqKAlzIVYs4J98%2Bgot1eq93yjnwiZeWzzVBr2M7CY8x%2FqfKdy9pQSW5wRaIAoLs3hB%2Bo2qzw1XNasDljmK7nw%2B6jM7wBBUYlxFKx1nsZNjw2RQqEJB7HpQl6IGYeQ3ews4pEUkYYSTh9lRocDDJ50CoA3BA58AT6zVPN22Q1KOCF%2FMXAU21AMl%2BbaKBgAu7%2BBBAxyxaorjBr0l4ANmQ8zSkYVmLD%2B42%2FnXSPRgrvU80u4M7TTQw%2FjXDbYO5nnX3d2VO45vxPSzRbEbe8EPBAaqGUJoM3q%2FG7X82u4nhbRLlof%2BSrR2dkEh7yDzj%7Ctkp%3ABk9SR9zNg5-XZw
