platform,item_id,title,price,currency,condition,brand,size,seller,location,image_url,url,listed_at,fetched_at,search_query
vinted,8353853884,"RockFall Amber Womens Work Shoes VX400

RRP £32.00",15.0,GBP,New without tags,Rock Fall,5,lizzieb2525,,https://images1.vinted.net/t/05_012c2_wuhn1ZCVTDCSCS6npH2QnJ63/f800/1773072501.jpeg?s=47277893a7d74a8a0c70995ebd32a927432ee04f,https://www.vinted.co.uk/items/8353853884,,2026-03-09T16:21:56.971403+00:00,New Rock Shoes
vinted,8353349276,karrimor hot rock walkig shoes,23.0,GBP,New with tags,Karrimor,10,tmg123123,,https://images1.vinted.net/t/05_022ea_PjiJft69B3j2eRWdp9XsZCHt/f800/1773069630.jpeg?s=692dd98da7291e2afd34c9bd29632d86a161925c,https://www.vinted.co.uk/items/8353349276,,2026-03-09T16:21:56.971434+00:00,New Rock Shoes
vinted,8351469772,Black New Rock 106-S1 Unisex Platform Shoes,105.0,GBP,Good,New Rock,8,thepinkestfloyd,,https://images1.vinted.net/t/01_023e0_ix2cEnmzShvqMUmCiEj5qxCZ/f800/1773057281.jpeg?s=5798667017186c0b5a946f13a8d01f8a2b3e1ffb,https://www.vinted.co.uk/items/8351469772,,2026-03-09T16:21:56.971566+00:00,New Rock Shoes
vinted,8350275928,New rock shoes,120.0,GBP,Very good,New Rock,4,midwifelifek,,https://images1.vinted.net/t/01_01529_NEqet6FJJcQBXNmqgZYhWVD7/f800/1773048710.jpeg?s=cb15872861a943bfd5769f7ecc66cbff36188df9,https://www.vinted.co.uk/items/8350275928,,2026-03-09T16:21:56.971818+00:00,New Rock Shoes
vinted,8349954717,Clarks Rock Move black leather Tbar shoes 7E,15.0,GBP,New without tags,Clarks,7 child | EU 24,chipsmad,,https://images1.vinted.net/t/06_00fd5_mTm8S1L7n9hVqijVj4tsSA4c/f800/1773045842.jpeg?s=82a85688591c1670a116f9a11cb75324f5466d3b,https://www.vinted.co.uk/items/8349954717,,2026-03-09T16:21:56.971829+00:00,New Rock Shoes
vinted,8347723136,Women’s New Rock 106-S29 Tower Shoes - Size 6.5/7 - Good Condition,165.0,GBP,Good,New Rock,6.5,annielou52,,https://images1.vinted.net/t/01_00fe8_Ukgn1BsBiDwHoF4d9Jph7mVX/f800/1772997082.jpeg?s=2e0b22be9475c7c2fca0f597cfccec7dff722fb5,https://www.vinted.co.uk/items/8347723136,,2026-03-09T16:21:56.972052+00:00,New Rock Shoes
vinted,8346198595,"""Light motion""""rocker sole"" arch support podiatric foot health shoes .",20.0,GBP,New without tags,Light Motion,9.5,mcmillan57,,https://images1.vinted.net/t/03_0110a_5YzsyYJ2oPHQqWUb2sDCv3bZ/f800/1772988981.jpeg?s=c8a4923c36071bf5246b953060300e44843dc832,https://www.vinted.co.uk/items/8346198595,,2026-03-09T16:21:56.972681+00:00,New Rock Shoes
